8,9,9,9,9,9,9,8.87,-1,9,9,9,8,8,9,8,8.64,-1,8,9,8,10,8,9,10,8.77,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1
8,8,7,9,8,8,9,8.17,-1,10,10,9,7,8,9,8,8.82,-1,9,10,9,9,9,9,9,9.14,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,8,6,6,5,9,6.57,-1,6,9,6,7,7,5,8,6.55,-1,7,9,6,6,7,9,6,7,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,6,5,7,6,9,7,-1,8,9,6,7,9,6,9,7.55,-1,8,10,7,8,6,9,5,7.41,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,8,8,8,9,9,8.13,-1,8,9,7,9,7,8,9,7.91,-1,8,9,6,8,8,8,9,7.91,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,9,8,10,8,8,8.78,-1,8,9,9,8,8,9,9,8.55,-1,8,10,7,7,7,8,8,7.77,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,8,8,5,8,9,7.26,-1,10,9,6,7,9,8,9,8.27,-1,8,8,7,8,5,8,7,7.14,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,6,8,6,7,8,6.87,-1,8,9,9,8,7,8,9,8.18,-1,8,8,6,8,8,8,8,7.64,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,6,5,5,7,6,5.78,-1,5,9,5,7,7,5,9,6.27,-1,5,8,5,6,5,7,5,5.73,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,9,8,7,8,8.78,-1,8,9,7,8,9,7,9,8,-1,7,9,6,8,7,8,7,7.32,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,8,8,6,6,8,7.17,-1,6,8,7,9,8,8,9,7.64,-1,7,9,6,7,6,8,6,6.86,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,8,5,5,5,8,5.78,-1,8,8,6,6,7,5,8,6.73,-1,5,7,5,8,6,8,6,6.27,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,6,10,8,5,8,7.52,-1,8,8,7,8,7,8,9,7.73,-1,9,7,6,8,7,8,9,7.59,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,9,6,5,6,8,6.7,-1,7,9,6,8,7,7,9,7.27,-1,6,8,7,8,6,8,6,6.91,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,7,7,5,6,8,6.22,-1,6,9,7,7,8,8,8,7.45,-1,6,6,5,6,6,7,7,6.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,5,6,7,8,7,6.35,-1,5,6,5,6,6,5,8,5.64,-1,7,7,8,9,6,8,7,7.36,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,8,8,8,7,7.91,-1,7,9,7,7,7,8,8,7.45,-1,8,8,8,8,7,9,6,7.64,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,8,8,7,7,8,7.35,-1,8,9,7,8,7,9,9,8,-1,10,9,10,9,9,9,8,9.18,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,8,9,9,9,9,8.52,-1,7,9,9,8,7,9,9,8.18,-1,7,9,6,7,8,9,10,7.86,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,7,7,6,6,9,6.35,-1,6,8,5,8,7,5,9,6.45,-1,5,8,5,7,6,9,5,6.23,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,8,8,7,8,8,7.65,-1,8,8,6,9,7,9,8,7.73,-1,8,10,6,8,7,9,8,7.82,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,8,8,8,7,9,8.09,-1,9,9,8,8,7,8,9,8.18,-1,8,10,8,10,9,9,8,8.82,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,9,8,9,9,8.43,-1,9,10,6,8,9,8,9,8.27,-1,9,10,8,8,9,9,7,8.55,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,7,5,5,9,6.48,-1,8,8,6,7,8,7,9,7.45,-1,6,9,7,8,6,9,7,7.27,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5,6,7,6,8,8,6.91,-1,7,9,7,7,6,7,9,7.18,-1,8,9,8,8,7,9,8,8.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,8,6,6,8,9,7.22,-1,7,8,6,8,8,6,9,7.18,-1,7,9,7,8,6,9,5,7.14,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,10,9,9,9,10,9,-1,8,9,7,8,7,8,8,7.73,-1,8,9,8,8,9,9,8,8.41,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,8,7,5,5,9,6.39,-1,7,8,6,8,7,6,8,6.91,-1,7,7,7,7,7,8,6,6.95,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,5,6,5,6,7,5.78,-1,7,9,5,7,6,6,10,6.73,-1,6,7,5,6,7,8,7,6.45,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,8,6,7,6,7,6.61,-1,6,8,8,7,6,8,8,7.18,-1,7,8,7,8,8,9,7,7.64,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,6,5,8,6,7,6.35,-1,6,8,5,7,5,5,9,6,-1,5,7,5,7,7,8,5,6.18,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,9,9,8,7,9,8.17,-1,10,9,8,8,9,8,9,8.73,-1,8,9,9,9,8,9,6,8.27,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,10,6,7,5,8,7.17,-1,6,8,7,7,8,5,9,6.91,-1,8,7,7,10,7,8,7,7.64,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8,7,6,6,5,9,7.04,-1,7,8,6,7,7,5,9,6.73,-1,8,9,7,8,5,9,7,7.36,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,6,6,6,9,6.65,-1,8,9,7,8,7,7,9,7.64,-1,9,9,8,9,6,9,7,8,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5,6,6,6,5,9,6.3,-1,6,8,5,7,7,6,9,6.55,-1,6,8,5,7,5,9,6,6.32,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,6,6,7,5,8,6.13,-1,7,9,6,8,8,8,8,7.55,-1,6,9,6,8,5,8,6,6.68,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,8,7,7,8,8,7.7,-1,7,9,7,10,8,8,9,8,-1,7,9,6,7,6,8,6,6.86,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,9,8,8,8,9,8.17,-1,7,9,8,9,7,9,9,8.09,-1,8,9,8,9,7,9,8,8.18,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,10,9,9,10,9,9.13,-1,9,9,7,8,8,9,9,8.36,-1,9,9,8,9,8,9,9,8.64,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,7,8,8,6,9,7.52,-1,8,9,6,8,6,7,9,7.27,-1,7,9,8,9,7,9,7,7.91,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,5,6,5,5,8,5.83,-1,6,8,6,8,6,6,9,6.64,-1,7,8,6,7,6,9,7,6.95,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8,10,9,8,9,10,8.96,-1,10,10,8,9,8,9,9,8.91,-1,9,9,8,8,8,10,8,8.45,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,10,9,8,7,9,8.61,-1,8,9,9,10,8,9,8,8.64,-1,10,9,10,10,9,10,8,9.41,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,9,7,5,6,8,6.57,-1,7,9,7,8,7,7,9,7.45,-1,5,8,7,7,8,9,9,7.5,-1,7,9,8,7,6,8,7,7.38,-1,8,8,7,7,9,9,8,8,7.86,-1,,,,,,,,,,,,,,,,,
7,9,10,7,8,8,10,8.22,-1,7,8,7,7,9,6,8,7.36,-1,8,9,8,8,7,10,8,8.14,-1,8,9,9,8,7,9,5,7.76,-1,6,5,5,6,9,10,8,8,6.71,-1,,,,,,,,,,,,,,,,,
7,6,6,6,7,6,9,6.57,-1,7,9,7,8,7,5,8,7,-1,7,8,8,9,6,8,9,7.77,-1,8,10,8,7,8,8,6,8,-1,6,8,9,9,9,10,8,8,8.43,-1,,,,,,,,,,,,,,,,,
7,7,9,7,5,5,9,6.65,-1,6,9,8,8,8,7,8,7.55,-1,6,8,7,6,6,10,8,7.09,-1,8,8,9,7,8,10,7,8.05,-1,9,7,8,8,9,9,9,9,8.29,-1,,,,,,,,,,,,,,,,,
8,9,9,9,8,10,10,8.96,-1,7,9,9,8,8,7,9,8,-1,7,9,7,7,7,9,9,7.73,-1,9,9,8,8,8,9,10,8.76,-1,9,9,7,7,9,8,8,9,8.14,-1,,,,,,,,,,,,,,,,,
7,6,7,6,7,7,9,6.83,-1,7,8,8,7,7,8,9,7.64,-1,8,9,9,8,8,9,8,8.41,-1,8,9,8,9,7,9,6,7.9,-1,8,10,8,8,9,9,8,6,8.38,-1,,,,,,,,,,,,,,,,,
6,6,8,5,5,5,8,5.83,-1,5,9,5,7,7,5,8,6.18,-1,6,8,7,9,5,8,6,6.86,-1,7,7,9,7,6,9,6,7.05,-1,8,6,5,6,9,9,8,6,6.81,-1,,,,,,,,,,,,,,,,,
9,10,6,7,8,10,10,8.65,-1,8,9,8,9,7,9,9,8.27,-1,7,8,6,10,8,9,8,7.86,-1,8,9,10,10,9,8,7,8.62,-1,9,6,7,7,10,10,9,8,7.86,-1,,,,,,,,,,,,,,,,,
7,5,9,5,5,7,7,6.13,-1,6,9,6,7,6,7,8,6.73,-1,6,8,7,8,6,7,8,7.09,-1,10,9,8,8,8,9,7,8.52,-1,9,10,9,9,10,10,9,8,9.29,-1,,,,,,,,,,,,,,,,,
6,8,9,9,6,7,9,7.57,-1,6,8,6,8,8,7,8,7.09,-1,6,8,7,8,5,9,8,7.09,-1,6,7,10,6,6,9,6,6.86,-1,9,6,7,8,9,10,8,6,7.67,-1,,,,,,,,,,,,,,,,,
9,9,10,8,8,8,9,8.57,-1,8,8,7,8,8,7,9,7.73,-1,7,9,8,7,6,10,7,7.55,-1,8,10,6,8,8,8,8,8.19,-1,9,6,7,6,9,9,8,8,7.38,-1,,,,,,,,,,,,,,,,,
8,7,8,9,5,6,8,7.13,-1,7,8,5,5,8,5,7,6.36,-1,5,8,6,7,5,9,6,6.36,-1,8,8,8,7,6,8,6,7.24,-1,9,6,7,8,9,9,9,8,7.86,-1,,,,,,,,,,,,,,,,,
9,8,8,7,9,7,9,8.04,-1,7,9,8,7,7,6,9,7.36,-1,7,9,6,9,6,8,7,7.27,-1,8,9,8,8,8,9,8,8.29,-1,8,5,8,7,9,8,9,7,7.33,-1,,,,,,,,,,,,,,,,,
7,9,9,10,9,9,9,8.91,-1,9,9,10,8,8,9,9,8.91,-1,10,10,10,10,8,10,10,9.64,-1,10,10,9,8,7,9,9,8.9,-1,8,7,9,8,9,8,9,8,8.14,-1,,,,,,,,,,,,,,,,,
9,7,9,8,9,10,8,8.57,-1,9,9,10,8,7,9,9,8.73,-1,8,8,9,7,9,8,10,8.5,-1,9,10,8,8,8,9,8,8.67,-1,9,8,7,8,9,8,8,8,8.05,-1,,,,,,,,,,,,,,,,,
9,6,9,6,8,6,8,7.17,-1,8,9,7,7,7,8,9,7.73,-1,9,9,9,10,8,9,10,9.09,-1,9,10,9,10,9,8,9,9.19,-1,7,7,8,8,9,10,8,8,8,-1,,,,,,,,,,,,,,,,,
8,8,7,5,5,6,10,6.7,-1,7,9,5,7,7,6,8,6.73,-1,7,9,7,7,6,8,6,7.05,-1,7,8,8,7,6,7,6,6.95,-1,9,5,5,7,9,8,8,8,7,-1,,,,,,,,,,,,,,,,,
7,8,7,8,8,8,8,7.78,-1,8,9,8,8,7,8,9,8,-1,7,9,8,9,8,9,10,8.5,-1,8,10,8,7,9,9,9,8.71,-1,8,6,6,7,9,8,8,6,7.05,-1,,,,,,,,,,,,,,,,,
9,8,8,8,6,8,9,7.87,-1,9,9,9,9,8,7,9,8.45,-1,8,9,8,9,7,10,9,8.41,-1,8,10,8,7,8,9,8,8.38,-1,9,7,7,8,9,8,9,8,7.95,-1,,,,,,,,,,,,,,,,,
6,8,9,9,8,9,9,8.26,-1,7,10,7,8,8,8,8,7.82,-1,9,10,10,10,9,10,10,9.68,-1,10,9,10,8,8,8,10,9.05,-1,8,8,7,8,9,10,9,8,8.24,-1,,,,,,,,,,,,,,,,,
8,8,8,8,7,8,9,7.91,-1,6,9,7,8,8,6,8,7.18,-1,8,8,8,8,7,9,7,7.77,-1,8,9,8,8,8,8,8,8.19,-1,9,7,8,8,9,10,8,10,8.38,-1,,,,,,,,,,,,,,,,,
6,7,9,9,8,8,9,7.91,-1,8,9,9,7,6,8,9,7.91,-1,8,8,8,8,8,8,9,8.14,-1,9,9,8,8,8,9,8,8.48,-1,9,8,8,10,9,9,8,8,8.67,-1,,,,,,,,,,,,,,,,,
8,7,8,6,7,5,8,6.78,-1,6,8,5,8,8,5,8,6.55,-1,6,8,6,8,5,8,5,6.41,-1,7,6,8,6,6,8,5,6.43,-1,8,6,5,6,8,9,8,6,6.71,-1,,,,,,,,,,,,,,,,,
9,7,8,7,9,7,9,7.87,-1,7,9,9,7,7,9,8,8,-1,8,8,7,10,8,8,9,8.23,-1,8,10,9,8,9,9,9,8.9,-1,8,7,8,8,9,9,9,7,8,-1,,,,,,,,,,,,,,,,,
7,9,9,6,6,7,9,7.35,-1,8,10,7,8,7,9,8,8,-1,6,8,7,9,6,9,8,7.41,-1,8,9,9,7,8,9,7,8.14,-1,9,6,6,6,8,9,9,7,7.14,-1,,,,,,,,,,,,,,,,,
7,7,8,7,7,6,9,7.09,-1,7,8,5,5,8,8,8,7,-1,8,9,7,9,7,8,9,8.05,-1,9,8,8,8,7,7,8,7.9,-1,10,8,7,8,8,9,9,9,8.33,-1,,,,,,,,,,,,,,,,,
7,7,8,6,5,7,9,6.74,-1,8,9,7,9,9,9,9,8.45,-1,8,8,7,7,6,9,8,7.41,-1,8,8,9,8,7,9,7,7.86,-1,8,6,7,7,8,8,7,7,7.1,-1,,,,,,,,,,,,,,,,,
9,8,10,7,8,7,9,8.04,-1,8,9,7,8,8,7,9,7.82,-1,8,9,9,9,8,9,8,8.55,-1,9,9,10,8,8,10,9,8.9,-1,9,8,7,7,9,9,9,9,8.14,-1,,,,,,,,,,,,,,,,,
9,10,10,8,9,10,10,9.35,-1,8,9,9,8,8,8,9,8.36,-1,10,9,9,10,9,9,10,9.41,-1,8,10,10,10,10,10,9,9.48,-1,9,10,8,10,9,10,9,9,9.33,-1,,,,,,,,,,,,,,,,,
6,8,8,6,7,7,10,7.22,-1,8,9,7,8,7,7,9,7.64,-1,8,9,9,8,7,8,9,8.27,-1,9,8,8,7,8,9,6,7.9,-1,8,10,8,7,9,10,8,9,8.57,-1,,,,,,,,,,,,,,,,,
9,8,8,8,8,8,10,8.3,-1,8,9,6,8,7,6,9,7.27,-1,9,10,8,9,7,9,7,8.32,-1,8,9,9,9,8,9,7,8.33,-1,7,9,6,8,9,9,8,9,8.1,-1,,,,,,,,,,,,,,,,,
8,8,7,6,5,6,9,6.78,-1,7,9,5,6,7,5,9,6.55,-1,6,9,6,7,5,9,5,6.5,-1,7,6,9,8,6,8,7,7,-1,8,5,5,7,8,9,8,7,6.81,-1,,,,,,,,,,,,,,,,,
8,9,9,9,7,9,9,8.52,-1,10,9,9,9,8,9,9,9,-1,10,10,10,10,9,10,10,9.82,-1,10,10,10,8,10,10,10,9.81,-1,10,10,10,10,9,10,10,9,9.81,-1,,,,,,,,,,,,,,,,,
7,7,6,6,6,6,8,6.48,-1,6,8,6,7,7,5,9,6.55,-1,6,10,9,7,6,9,7,7.64,-1,8,9,9,7,7,7,6,7.62,-1,8,7,6,8,9,8,9,9,7.81,-1,,,,,,,,,,,,,,,,,
9,7,8,7,8,5,9,7.35,-1,7,8,8,9,7,6,9,7.45,-1,9,9,9,10,9,10,7,8.95,-1,9,10,8,10,8,8,8,8.76,-1,8,9,8,9,9,8,9,9,8.67,-1,,,,,,,,,,,,,,,,,
8,6,8,6,5,5,9,6.35,-1,7,9,8,9,7,9,9,8.09,-1,8,9,8,8,7,10,9,8.27,-1,10,9,9,8,9,9,7,8.81,-1,8,9,9,8,10,9,9,9,8.81,-1,,,,,,,,,,,,,,,,,
8,10,10,6,8,8,8,8.17,-1,8,9,8,10,9,8,9,8.55,-1,7,9,8,10,8,9,8,8.36,-1,8,8,10,8,7,9,8,8.1,-1,9,5,7,8,9,8,8,8,7.48,-1,,,,,,,,,,,,,,,,,
9,9,10,9,8,6,8,8.3,-1,8,9,6,9,7,8,10,7.82,-1,7,8,8,9,7,9,7,7.77,-1,9,10,10,8,10,8,9,9.29,-1,10,9,9,8,10,9,9,9,9,-1,,,,,,,,,,,,,,,,,
8,7,6,5,5,5,8,6.09,-1,6,9,5,7,7,5,8,6.36,-1,6,9,8,7,7,8,8,7.55,-1,8,9,9,7,8,9,6,8,-1,9,8,5,7,9,8,9,8,7.67,-1,,,,,,,,,,,,,,,,,
6,6,8,8,6,7,9,6.96,-1,7,9,6,8,8,7,9,7.45,-1,8,9,9,9,7,9,8,8.36,-1,8,9,9,7,9,10,7,8.43,-1,10,9,10,10,10,9,9,9,9.52,-1,,,,,,,,,,,,,,,,,
10,8,9,5,6,5,9,7.04,-1,5,9,5,7,9,5,10,6.73,-1,5,8,6,8,5,9,5,6.36,-1,6,8,10,7,7,10,5,7.29,-1,8,7,6,6,8,8,8,8,7.14,-1,,,,,,,,,,,,,,,,,
7,9,9,9,7,7,9,8.04,-1,7,9,8,9,8,9,9,8.27,-1,8,7,8,9,7,9,7,7.77,-1,8,8,9,9,9,9,5,8.05,-1,8,9,6,8,10,10,9,8,8.38,-1,7,8,9,9,7,8.07,-1,7,9,8,6,7.73,-1,,,,
9,10,10,7,8,9,9,8.74,-1,6,9,8,9,9,9,8,8.18,-1,8,7,8,7,6,9,7,7.32,-1,9,9,8,10,9,9,5,8.43,-1,7,9,7,8,10,9,9,8,8.33,-1,6,7,9,9,9,7.93,-1,9,9,8,8,8.64,-1,,,,
5,5,8,7,5,7,8,6.22,-1,7,8,7,8,6,8,9,7.36,-1,7,7,8,7,7,9,8,7.5,-1,9,9,8,8,9,8,5,8.14,-1,7,8,7,9,9,9,8,7,8.05,-1,6,6,8,8,6,6.86,-1,7,7,9,8,7.55,-1,,,,
