8,9,9,9,9,9,9,8.87,-1,9,9,9,8,8,9,8,8.64,-1,8,9,8,10,8,9,10,8.77,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1
6,6,8,9,7,7,7,7.13,-1,8,8,7,9,7,10,9,8.18,-1,6,8,9,9,7,8,8,7.86,-1,9,9,9,8,9,9,8,8.76,-1,7,7,7,7,9,8,9,7,7.48,-1,7,7,8,8,8,7.57,-1,5,9,9,7,7.55,-1,,,,
8,7,8,9,6,8,8,7.65,-1,6,8,7,8,7,9,9,7.55,-1,7,7,8,8,6,8,7,7.23,-1,8,8,7,8,8,9,5,7.57,-1,6,7,7,8,8,8,8,7,7.38,-1,6,8,9,8,8,7.86,-1,7,9,9,8,8.27,-1,,,,
7,10,10,9,7,9,9,8.65,-1,9,9,8,9,8,10,9,8.82,-1,9,8,9,9,7,9,8,8.36,-1,9,9,10,9,10,9,7,9,-1,9,9,10,9,10,10,9,8,9.24,-1,8,9,9,9,8,8.64,-1,7,9,9,8,8.27,-1,,,,
9,7,8,9,7,8,10,8.13,-1,7,9,6,9,7,7,9,7.36,-1,8,6,9,9,7,8,8,7.86,-1,10,10,10,9,10,10,5,9.19,-1,9,9,8,9,10,10,9,9,9.05,-1,8,7,9,9,9,8.36,-1,10,9,8,8,8.91,-1,,,,
8,7,9,9,5,7,8,7.39,-1,6,8,6,8,6,8,8,6.91,-1,6,5,6,7,7,8,7,6.5,-1,8,8,7,9,8,8,5,7.57,-1,6,6,6,7,8,9,9,6,6.95,-1,6,6,5,8,8,6.29,-1,8,9,8,8,8.36,-1,,,,
8,7,9,9,7,8,9,8,-1,7,9,6,8,7,9,9,7.64,-1,6,7,6,8,5,8,6,6.41,-1,8,9,9,9,8,8,6,8.1,-1,8,7,7,8,9,9,9,6,7.76,-1,6,7,6,8,9,6.93,-1,8,8,9,8,8.18,-1,,,,
7,5,6,7,5,6,7,6.04,-1,5,8,6,8,6,7,8,6.55,-1,5,5,6,6,5,7,9,6.05,-1,7,8,8,7,8,8,5,7.29,-1,5,5,7,7,8,8,8,5,6.52,-1,5,6,6,8,6,6.07,-1,8,8,9,8,8.18,-1,,,,
8,9,10,9,7,9,9,8.61,-1,9,9,8,9,7,9,9,8.45,-1,8,8,8,9,7,10,8,8.14,-1,8,8,9,8,8,10,5,7.86,-1,9,7,9,8,9,9,8,9,8.33,-1,8,9,6,8,8,7.64,-1,7,8,9,7,7.73,-1,,,,
8,9,8,9,5,6,9,7.57,-1,9,9,7,8,7,8,9,8,-1,9,10,9,8,8,9,9,8.82,-1,9,9,10,9,10,7,6,8.67,-1,7,8,6,9,10,9,9,7,8.1,-1,8,6,6,8,8,7,-1,9,10,8,8,9,-1,,,,
6,5,7,6,6,6,9,6.17,-1,6,8,6,8,6,7,8,6.73,-1,7,8,8,7,6,9,6,7.18,-1,9,8,9,7,9,8,5,7.95,-1,8,6,6,7,9,10,9,7,7.43,-1,7,6,7,8,8,7.07,-1,8,9,9,8,8.55,-1,,,,
7,6,7,7,7,7,7,6.83,-1,7,9,9,8,8,8,8,8.09,-1,7,6,7,8,6,8,8,7.05,-1,9,9,7,7,9,8,6,8.1,-1,7,6,7,8,8,8,8,6,7.19,-1,8,7,6,8,7,7.07,-1,5,8,9,6,7,-1,,,,
8,6,9,8,7,8,9,7.65,-1,7,8,7,8,10,9,9,8.27,-1,8,9,8,9,8,8,8,8.27,-1,8,9,8,9,8,7,6,7.9,-1,7,7,6,8,8,8,10,9,7.71,-1,8,7,6,8,8,7.21,-1,7,9,10,9,8.64,-1,,,,
8,5,6,7,5,7,9,6.52,-1,8,9,6,6,7,7,8,7.18,-1,5,5,5,6,5,8,5,5.41,-1,8,8,8,8,8,9,6,7.81,-1,5,6,6,6,8,8,7,6,6.38,-1,5,5,6,8,9,6.29,-1,6,8,9,8,7.64,-1,,,,
8,8,9,6,6,6,9,7.13,-1,9,9,8,8,7,9,8,8.27,-1,6,6,7,9,5,9,6,6.68,-1,9,9,9,9,7,8,6,8.1,-1,8,7,8,8,8,8,10,7,7.9,-1,8,6,6,8,7,6.86,-1,7,8,9,7,7.73,-1,,,,
8,9,8,9,10,10,9,9.13,-1,9,9,9,9,8,10,10,9.09,-1,9,10,10,10,9,9,9,9.45,-1,9,10,9,9,10,8,6,8.86,-1,7,8,8,9,9,10,9,9,8.57,-1,9,10,9,9,8,9.07,-1,7,8,8,7,7.55,-1,,,,
8,7,8,8,6,7,9,7.39,-1,7,9,8,9,8,8,9,8.09,-1,6,6,8,8,6,9,6,6.91,-1,8,9,8,8,8,8,5,7.76,-1,8,7,6,8,9,9,9,6,7.62,-1,6,7,7,8,9,7.21,-1,8,9,8,7,8.18,-1,,,,
8,6,8,7,6,7,9,7.04,-1,7,9,7,9,7,9,9,7.91,-1,8,8,9,9,7,9,8,8.23,-1,9,9,10,8,9,8,6,8.48,-1,7,6,7,8,10,10,9,7,7.76,-1,8,7,6,9,8,7.36,-1,6,8,9,7,7.45,-1,,,,
9,6,7,7,7,7,8,7.17,-1,7,8,6,8,7,8,8,7.27,-1,7,7,6,6,5,8,5,6.14,-1,8,8,8,8,8,8,5,7.57,-1,6,6,6,7,8,8,9,6,6.86,-1,7,7,6,8,8,7,-1,6,9,8,8,7.82,-1,,,,
7,7,7,8,5,8,10,7.26,-1,7,9,8,8,8,6,9,7.64,-1,6,7,7,7,7,8,6,6.82,-1,8,7,9,8,9,8,5,7.67,-1,8,7,7,8,10,9,9,6,7.86,-1,7,7,6,8,7,6.86,-1,8,8,8,9,8.18,-1,,,,
8,5,6,7,5,5,8,6.09,-1,5,9,5,8,6,6,8,6.27,-1,5,5,5,7,5,9,7,5.91,-1,10,9,9,8,10,7,5,8.52,-1,7,7,8,8,9,9,9,6,7.81,-1,6,9,6,8,8,7.21,-1,9,8,8,8,8.27,-1,,,,
9,5,5,5,5,6,9,6.04,-1,6,8,5,8,7,6,8,6.55,-1,6,6,6,6,6,9,5,6.14,-1,8,8,8,7,7,8,5,7.29,-1,6,5,5,7,8,9,9,5,6.52,-1,5,6,6,8,8,6.36,-1,5,6,8,7,6.27,-1,,,,
9,9,9,9,8,8,10,8.74,-1,8,9,9,9,8,9,9,8.64,-1,7,7,8,9,6,9,7,7.45,-1,9,9,9,10,8,9,5,8.33,-1,6,7,8,7,9,9,9,8,7.71,-1,7,6,6,9,6,6.64,-1,8,9,10,9,8.91,-1,,,,
8,8,9,7,7,9,9,8,-1,8,9,7,9,7,8,9,7.91,-1,9,7,9,7,7,9,6,7.68,-1,9,9,10,9,10,9,6,8.86,-1,7,8,9,8,9,9,10,8,8.43,-1,7,6,8,9,9,7.64,-1,8,9,8,7,8.18,-1,,,,
6,5,6,6,5,5,7,5.57,-1,6,8,5,7,6,5,8,6.09,-1,5,5,5,5,5,5,5,5,-1,6,5,7,8,7,9,5,6.43,-1,7,5,5,6,7,8,8,6,6.24,-1,5,7,9,8,8,7.43,-1,5,8,10,8,7.55,-1,9,6,8.25,-1
9,8,8,7,6,6,9,7.35,-1,7,8,7,8,7,8,9,7.55,-1,8,7,7,8,8,7,8,7.59,-1,8,8,7,9,9,9,9,8.43,-1,8,7,7,7,9,9,8,9,7.76,-1,5,7,8,9,8,7.29,-1,7,8,9,7,7.73,-1,7,8,7.25,-1
9,10,10,10,7,8,9,8.91,-1,8,9,9,9,7,10,9,8.64,-1,9,9,10,10,9,9,9,9.32,-1,10,10,10,10,8,10,9,9.48,-1,9,9,9,10,10,10,10,10,9.57,-1,9,10,9,9,10,9.36,-1,8,10,10,9,9.27,-1,10,10,10,-1
9,8,6,10,5,8,9,7.87,-1,8,9,8,8,6,9,8,7.91,-1,5,5,7,8,5,7,9,6.5,-1,9,9,8,9,8,6,8,8.29,-1,7,9,7,8,8,9,9,8,8.14,-1,6,7,9,8,9,7.79,-1,8,9,9,8,8.55,-1,9,6,8.25,-1
9,7,8,8,7,7,9,7.7,-1,7,9,7,9,8,8,8,7.82,-1,7,8,7,7,6,7,7,6.95,-1,7,8,8,8,6,9,7,7.38,-1,6,7,6,7,6,8,7,7,6.76,-1,7,8,9,9,10,8.5,-1,8,8,10,8,8.36,-1,8,7,7.75,-1
9,6,10,7,5,6,9,7,-1,7,8,5,8,8,5,9,6.82,-1,8,8,8,9,5,8,6,7.32,-1,7,7,8,8,6,9,5,6.9,-1,7,7,6,7,10,9,9,7,7.52,-1,7,7,9,9,9,8.14,-1,6,9,9,8,8,-1,9,9,9,-1
8,6,6,7,6,7,9,6.87,-1,7,9,6,8,8,6,9,7.27,-1,6,7,8,6,7,8,7,7,-1,8,8,9,8,6,9,6,7.52,-1,7,8,6,7,9,9,9,9,7.81,-1,7,7,9,9,10,8.29,-1,8,8,10,8,8.36,-1,10,9,9.75,-1
6,6,6,6,7,8,7,6.61,-1,8,9,7,8,7,7,8,7.55,-1,7,6,7,8,5,5,8,6.59,-1,7,6,8,8,9,9,7,7.57,-1,8,7,7,9,7,8,8,9,7.86,-1,6,7,8,7,8,7.21,-1,5,8,9,7,7.18,-1,9,8,8.75,-1
6,5,6,6,5,5,7,5.57,-1,6,8,5,7,7,5,8,6.27,-1,5,7,5,5,5,5,7,5.55,-1,5,6,6,7,6,8,5,5.95,-1,8,6,5,6,5,8,8,8,6.52,-1,5,6,6,8,7,6.21,-1,6,7,6,7,6.55,-1,8,6,7.5,-1
7,5,5,6,5,5,8,5.7,-1,6,8,5,7,6,6,9,6.36,-1,5,6,5,7,5,5,5,5.41,-1,7,5,7,7,5,6,5,5.86,-1,6,5,5,5,7,8,8,6,5.95,-1,5,6,7,7,8,6.5,-1,5,8,8,8,7.18,-1,8,6,7.5,-1
7,6,7,6,6,6,9,6.48,-1,7,9,7,7,8,8,9,7.73,-1,9,7,10,8,9,8,9,8.68,-1,9,8,9,9,8,9,6,8.19,-1,6,8,8,9,8,8,9,9,8.19,-1,6,8,10,7,8,8,-1,6,9,7,8,7.64,-1,9,7,8.5,-1
5,5,5,5,6,5,9,5.52,-1,6,8,5,7,6,7,8,6.45,-1,7,6,9,8,7,9,9,7.82,-1,6,7,9,8,7,9,6,7.14,-1,6,8,7,6,8,10,9,7,7.48,-1,6,8,9,8,8,7.86,-1,8,8,8,8,8,-1,8,6,7.5,-1
8,8,8,6,5,6,9,6.87,-1,8,9,6,8,8,8,9,7.82,-1,7,8,8,8,6,8,7,7.36,-1,8,9,9,9,8,9,6,8.19,-1,8,7,6,7,10,9,9,10,7.9,-1,9,8,9,9,8,8.64,-1,7,9,9,9,8.45,-1,9,8,8.75,-1
7,6,7,7,5,6,8,6.39,-1,8,9,5,7,7,6,8,6.91,-1,5,7,8,5,5,7,6,6.14,-1,7,7,8,8,7,6,6,6.95,-1,8,9,8,9,9,10,9,10,8.95,-1,8,8,9,9,10,8.71,-1,6,9,8,9,8,-1,8,10,8.5,-1
8,10,9,8,8,9,10,8.78,-1,9,9,8,9,9,8,9,8.64,-1,9,10,9,9,9,9,8,9,-1,10,9,9,8,7,6,10,8.57,-1,9,9,8,10,10,9,9,10,9.24,-1,8,9,10,8,10,9.07,-1,6,9,8,9,8,-1,9,9,9,-1
10,9,9,7,9,9,9,8.78,-1,9,9,8,9,10,7,9,8.64,-1,7,9,9,8,7,9,6,7.82,-1,7,6,7,9,7,9,6,7.05,-1,8,8,7,8,9,9,9,10,8.33,-1,8,9,10,9,10,9.21,-1,9,10,7,10,9.18,-1,10,8,9.5,-1
9,6,6,7,5,5,8,6.39,-1,6,8,6,8,8,5,9,6.82,-1,5,6,6,6,5,8,5,5.73,-1,5,5,6,5,5,8,5,5.38,-1,7,5,6,5,7,7,8,6,6.1,-1,5,6,9,8,8,7.21,-1,5,7,8,8,6.82,-1,7,9,7.5,-1
9,7,8,9,7,8,9,8.04,-1,8,8,6,8,7,7,9,7.36,-1,9,7,9,9,10,9,9,8.91,-1,9,9,9,8,9,9,7,8.62,-1,7,8,9,10,10,9,9,10,9,-1,10,9,9,10,9,9.36,-1,7,9,9,9,8.45,-1,9,10,9.25,-1
8,6,10,5,6,6,8,6.61,-1,6,9,7,8,7,7,9,7.27,-1,7,6,8,7,8,8,7,7.32,-1,7,6,8,8,7,8,6,6.95,-1,8,7,7,8,9,9,9,8,7.95,-1,7,8,9,9,8,8.21,-1,7,9,8,8,8.09,-1,8,8,8,-1
7,6,6,5,7,6,9,6.39,-1,5,8,5,8,6,5,8,6,-1,5,6,6,6,5,8,6,5.86,-1,6,7,8,7,5,8,5,6.33,-1,7,7,6,6,8,9,8,8,7.14,-1,8,8,9,8,9,8.43,-1,7,8,8,8,7.73,-1,8,8,8,-1
9,10,10,8,6,9,9,8.57,-1,9,9,8,9,7,9,7,8.27,-1,7,6,7,7,8,9,9,7.5,-1,8,10,9,8,9,8,9,8.81,-1,7,9,8,8,9,9,9,10,8.57,-1,8,7,8,8,7,7.64,-1,8,9,8,9,8.55,-1,9,6,8.25,-1
8,8,9,6,6,7,8,7.22,-1,8,9,7,8,8,8,9,8,-1,6,6,7,7,5,7,6,6.23,-1,7,7,7,8,6,8,6,6.86,-1,6,6,6,6,7,8,7,8,6.57,-1,5,7,6,7,8,6.43,-1,5,7,7,7,6.45,-1,8,5,7.25,-1
10,9,10,8,7,8,9,8.52,-1,9,9,8,9,7,8,9,8.27,-1,9,9,9,8,9,7,9,8.68,-1,9,10,10,9,8,10,8,9.05,-1,8,8,8,9,9,9,9,9,8.57,-1,9,8,9,8,8,8.5,-1,6,7,8,8,7.09,-1,7,9,7.5,-1
8,8,8,9,9,9,9,8.61,-1,8,9,7,8,7,9,9,8,-1,8,6,7,8,8,8,8,7.55,-1,9,8,9,8,7,9,8,8.19,-1,7,8,7,8,8,9,8,8,7.86,-1,7,8,7,8,8,7.5,-1,6,9,8,8,7.82,-1,10,8,9.5,-1
6,5,6,7,5,5,7,5.74,-1,7,9,6,8,6,6,9,6.91,-1,7,6,7,9,6,8,7,7.05,-1,8,9,9,9,6,9,7,7.95,-1,7,8,7,8,9,9,9,9,8.14,-1,7,9,7,8,9,7.86,-1,5,8,8,7,7,-1,9,8,8.75,-1
8,7,7,9,6,8,8,7.57,-1,7,10,6,8,8,8,9,7.73,-1,8,7,8,9,5,8,8,7.45,-1,8,7,8,8,8,9,7,7.76,-1,7,8,7,9,9,9,9,8,8.24,-1,7,9,7,9,8,7.86,-1,9,9,8,8,8.64,-1,9,8,8.75,-1
8,6,6,7,5,6,9,6.52,-1,8,8,6,8,7,6,7,7,-1,5,6,6,5,5,7,6,5.64,-1,8,5,7,8,6,6,6,6.48,-1,6,5,5,5,7,8,8,7,6.05,-1,7,5,7,8,7,6.71,-1,6,7,8,7,6.91,-1,8,7,7.75,-1
7,5,5,5,5,5,8,5.52,-1,5,8,5,8,7,5,9,6.27,-1,8,8,8,8,5,8,5,7.05,-1,7,6,9,9,5,8,5,6.62,-1,7,7,7,7,9,10,9,8,7.76,-1,6,7,8,8,8,7.36,-1,6,8,8,8,7.45,-1,9,8,8.75,-1
9,9,9,7,6,7,9,7.78,-1,8,9,7,8,7,8,10,7.91,-1,6,6,6,8,5,8,5,6.14,-1,7,5,6,7,5,7,5,5.86,-1,6,7,5,9,7,8,8,7,7.19,-1,5,8,9,8,7,7.5,-1,5,8,8,8,7.18,-1,8,7,7.75,-1
8,9,10,8,5,7,9,7.74,-1,8,10,8,10,8,10,9,8.82,-1,9,7,9,8,9,10,9,8.68,-1,8,10,9,9,8,10,9,8.9,-1,7,9,5,7,8,9,9,8,7.67,-1,6,7,9,8,8,7.64,-1,7,8,9,8,7.91,-1,9,9,9,-1
7,7,8,6,5,8,8,6.83,-1,8,9,7,8,9,9,9,8.36,-1,8,8,9,9,10,9,8,8.77,-1,8,7,8,8,7,9,7,7.57,-1,8,6,8,9,8,9,9,9,8.1,-1,6,7,9,7,8,7.5,-1,6,8,8,8,7.45,-1,10,9,9.75,-1
8,6,8,10,8,9,9,8.26,-1,8,8,6,8,8,7,8,7.45,-1,6,6,8,8,8,8,8,7.45,-1,8,8,9,8,8,10,5,7.86,-1,7,8,6,9,8,9,10,9,8.19,-1,8,9,10,9,8,8.93,-1,9,9,8,8,8.64,-1,9,8,8.75,-1
6,8,7,7,5,8,9,7.04,-1,8,10,6,8,7,7,9,7.55,-1,7,8,9,7,6,8,9,7.68,-1,8,8,8,8,9,9,6,8,-1,7,6,6,8,8,8,8,8,7.24,-1,8,8,8,9,9,8.29,-1,9,7,7,9,7.91,-1,9,8,8.75,-1
8,8,7,9,8,9,8,8.26,-1,6,8,7,7,7,8,9,7.27,-1,6,6,7,9,6,9,8,7.14,-1,7,8,10,8,6,9,8,7.71,-1,7,8,6,8,8,8,10,7,7.71,-1,10,8,10,9,7,9,-1,9,9,8,9,8.82,-1,9,10,9.25,-1
7,7,7,9,9,9,9,8.22,-1,9,9,6,9,9,9,8,8.36,-1,6,8,8,6,8,8,8,7.45,-1,7,9,9,9,7,9,8,8.1,-1,7,6,6,7,9,9,9,9,7.43,-1,6,8,8,9,7,7.57,-1,7,7,8,8,7.36,-1,6,7,6.25,-1
10,8,10,8,8,8,9,8.52,-1,7,10,6,8,9,8,9,7.91,-1,9,9,8,8,8,9,6,8.13,-1,8,7,10,8,8,8,7,7.85,-1,10,9,7,9,8,9,9,9,8.71,-1,9,9,10,9,9,9.29,-1,9,9,9,8,8.82,-1,9,8,8.75,-1
9,8,9,5,6,6,9,7.09,-1,8,10,7,8,8,6,9,7.73,-1,9,9,9,8,9,9,7,8.57,-1,8,8,9,8,7,9,7,7.85,-1,8,9,6,8,10,9,8,9,8.29,-1,7,9,9,10,8,8.57,-1,8,9,10,9,8.91,-1,10,8,9.5,-1
7,5,6,5,8,5,8,6.13,-1,8,9,5,6,7,6,8,6.82,-1,7,6,6,5,5,8,5,5.83,-1,7,5,8,7,5,7,5,6,-1,8,6,6,6,8,8,8,7,6.86,-1,5,6,9,8,7,7.07,-1,5,8,9,7,7.18,-1,8,7,7.75,-1
9,10,10,9,7,6,9,8.39,-1,8,8,7,8,10,8,9,8.27,-1,8,6,6,7,7,9,7,7,-1,8,6,9,7,7,5,7,6.95,-1,7,7,8,7,8,9,8,6,7.43,-1,6,7,8,9,7,7.36,-1,8,9,10,9,8.91,-1,8,8,8,-1
6,8,8,5,6,5,9,6.43,-1,6,8,7,8,8,7,9,7.36,-1,10,10,10,10,10,9,9,9.78,-1,10,10,10,8,9,9,8,9.2,-1,7,8,9,8,9,9,9,7,8.24,-1,8,7,9,8,8,8.07,-1,7,7,8,7,7.18,-1,8,9,8.25,-1
8,6,7,7,6,5,8,6.52,-1,8,8,7,9,6,7,9,7.45,-1,6,7,7,7,5,9,6,6.57,-1,8,7,9,6,7,9,5,7.15,-1,9,7,6,7,8,9,8,7,7.43,-1,5,8,9,9,7,7.64,-1,7,8,9,7,7.73,-1,8,7,7.75,-1
6,6,6,6,6,7,8,6.35,-1,8,9,6,8,7,7,8,7.36,-1,7,8,6,7,7,9,6,7.09,-1,8,6,8,7,7,8,5,6.85,-1,8,7,7,7,9,8,8,6,7.38,-1,6,7,9,9,7,7.64,-1,6,9,9,7,7.82,-1,9,5,8,-1
9,9,10,7,7,8,9,8.22,-1,9,10,8,9,8,8,9,8.55,-1,8,7,6,7,6,9,7,7,-1,7,6,8,8,8,7,8,7.35,-1,10,9,8,9,8,9,9,8,8.76,-1,5,7,9,8,7,7.29,-1,8,8,9,8,8.18,-1,8,5,7.25,-1
7,7,6,8,6,7,9,7.09,-1,8,8,7,7,7,9,9,7.82,-1,7,9,7,8,9,9,9,8.3,-1,9,7,8,7,8,9,8,7.95,-1,9,5,9,9,8,9,8,7,7.86,-1,8,9,10,8,9,8.93,-1,9,9,8,7,8.45,-1,8,6,7.5,-1
