8,7,7,7,7,6,9,7.13,-1,6,9,7,8,7,6,9,7.09,-1,7,7,7,6,6,7,8,6.8,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1
8,7,7,7,6,5,8,6.7,-1,5,8,5,5,7,7,8,6.27,-1,8,8,6,5,5,7,8,6.5,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,8,9,9,8,8,8.52,-1,9,10,9,8,10,9,9,9.18,-1,9,8,9,8,9,9,8,8.65,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,9,6,10,6,8,7.26,-1,7,9,6,9,8,7,9,7.55,-1,9,8,8,6,8,9,8,8,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,8,9,9,8,8.35,-1,8,9,9,8,7,9,9,8.36,-1,10,8,10,7,9,9,9,8.9,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,10,5,6,6,8,7.13,-1,6,9,7,8,8,8,9,7.64,-1,9,8,9,6,7,9,8,8.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,6,7,8,8,8,7.48,-1,6,9,8,8,6,7,8,7.18,-1,7,8,8,6,5,8,7,7.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,9,7,6,6,7,6.83,-1,8,9,8,8,10,9,9,8.73,-1,8,9,7,6,6,7,7,7,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,8,8,8,7,9,8.04,-1,9,9,9,8,8,10,8,8.82,-1,10,9,10,9,9,9,8,9.2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,10,8,6,6,9,7.7,-1,9,9,8,8,7,8,9,8.18,-1,8,7,8,6,6,8,9,7.4,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,9,10,9,9,9,8.87,-1,10,9,9,9,8,10,9,9.18,-1,8,7,8,8,9,10,9,8.55,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,10,9,9,8,10,8.74,-1,9,7,8,8,8,8,9,8.18,-1,8,7,6,8,9,9,8,7.85,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9,10,10,10,10,10,9.83,-1,9,9,9,9,8,10,9,9,-1,10,10,10,10,10,10,8,9.8,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,10,8,6,8,9,8.09,-1,8,9,5,7,7,7,8,7.09,-1,7,9,8,5,8,8,8,7.55,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,7,8,7,8,7,7.22,-1,8,8,7,7,9,8,8,7.91,-1,8,6,9,7,7,8,8,7.7,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,9,10,9,9,9.57,-1,10,10,9,9,9,10,10,9.55,-1,10,10,10,7,9,10,9,9.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,9,5,5,5,8,6.52,-1,6,8,5,6,8,5,8,6.36,-1,9,7,7,5,5,6,7,6.4,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,10,9,10,10,10,9.39,-1,8,9,9,8,7,9,9,8.36,-1,9,9,9,8,9,10,10,9.15,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,8,7,5,6,9,6.52,-1,8,8,6,7,7,8,8,7.36,-1,8,7,7,5,5,8,8,6.8,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,8,7,5,6,9,6.87,-1,7,9,7,8,8,8,9,7.82,-1,9,9,9,7,8,8,9,8.35,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,9,8,8,8,10,8.61,-1,8,8,7,7,6,8,9,7.45,-1,9,9,9,8,7,9,8,8.45,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,9,9,7,8,8.17,-1,9,9,9,7,8,8,8,8.36,-1,9,9,9,8,10,9,10,9.1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,10,9,9,7,9,8.61,-1,8,9,7,7,6,7,9,7.36,-1,10,9,10,7,8,9,8,8.75,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,6,8,7,6,9,7.22,-1,7,9,8,8,8,8,8,7.91,-1,8,7,8,8,6,8,8,7.6,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,7,7,6,5,8,6.7,-1,7,8,7,8,7,7,9,7.36,-1,7,5,7,6,6,6,8,6.4,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,9,9,5,7,8,7.39,-1,8,9,8,7,7,8,8,7.82,-1,9,8,8,6,9,9,8,8.15,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9,10,9,9,9,10,9.3,-1,9,9,9,9,6,9,10,8.55,-1,10,9,10,8,9,9,8,9.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,6,8,8,8,9,7.61,-1,9,10,9,8,7,8,9,8.45,-1,10,7,8,8,6,8,8,7.8,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,8,9,8,9,8,8.65,-1,9,9,8,8,8,10,9,8.73,-1,10,9,10,8,9,9,9,9.15,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,9,9,10,10,9,9.22,-1,9,9,7,7,7,9,9,8.09,-1,9,7,9,7,7,8,8,7.9,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,9,8,6,8,8,7.57,-1,6,9,7,7,7,8,8,7.27,-1,8,7,8,6,8,7,8,7.4,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,7,8,6,7,9,7.48,-1,8,9,5,7,7,8,8,7.27,-1,8,6,7,5,6,7,7,6.55,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,8,10,9,6,9,8.57,-1,8,9,8,8,7,9,8,8.09,-1,10,9,9,8,8,9,9,8.8,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,7,8,7,5,9,7.17,-1,8,9,7,8,6,8,8,7.55,-1,8,7,7,7,7,8,9,7.5,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9,8,9,9,8,9,8.87,-1,9,9,7,8,8,8,8,8.09,-1,9,10,10,8,9,9,9,9.15,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,7,6,6,5,9,6.61,-1,6,9,6,7,7,5,8,6.55,-1,8,7,7,5,6,8,7,6.85,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,8,7,7,8,9,7.09,-1,8,9,6,8,7,7,9,7.45,-1,9,10,10,8,8,8,8,8.7,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,8,8,8,7,9,8.22,-1,8,9,7,8,8,8,9,8,-1,9,7,9,7,7,9,8,8.1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,9,9,10,9,9,9.35,-1,9,9,9,9,9,8,9,8.82,-1,9,8,9,6,8,9,9,8.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,10,10,10,10,9,9.78,-1,10,9,9,9,10,10,10,9.64,-1,10,10,10,10,10,10,10,10,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,10,10,10,10,10,9.74,-1,10,9,9,10,9,10,9,9.45,-1,10,10,10,10,10,10,9,9.9,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,10,10,9,9,10,9.35,-1,10,10,8,9,9,9,9,9.09,-1,10,9,10,9,9,10,9,9.5,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,10,10,10,10,10,9.87,-1,10,9,8,9,8,9,9,8.82,-1,10,10,10,8,10,10,9,9.6,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,10,9,9,9,10,9.17,-1,9,10,9,9,10,10,8,9.36,-1,10,9,10,10,10,10,10,9.9,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,8,10,10,9,9,9.13,-1,10,9,10,9,7,10,9,9.18,-1,8,8,9,9,10,10,8,9.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,9,10,10,9,8,9.3,-1,9,9,9,9,9,9,9,9,-1,9,8,9,8,9,9,10,8.85,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,10,10,10,9,10,9.57,-1,10,10,8,9,10,8,9,9.09,-1,10,9,10,8,10,10,9,9.5,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,8,6,6,5,8,6.43,-1,5,9,5,7,7,5,9,6.27,-1,6,5,6,8,7,7,9,6.85,-1,5,8,8,6,7,6.69,-1,6,5,7,7,7,9,6.58,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,8,5,5,8,8,6.78,-1,5,8,5,8,7,5,10,6.36,-1,6,6,6,6,5,6,8,6.05,-1,6,9,7,5,5,6.25,-1,5,5,6,7,6,8,5.95,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,10,7,6,7,9,8.04,-1,8,9,7,9,9,9,10,8.55,-1,8,8,9,9,9,10,8,8.9,-1,8,10,10,8,9,8.94,-1,8,6,8,10,9,8,8.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,9,8,8,8,9,8.17,-1,9,9,8,8,8,9,9,8.55,-1,7,8,8,9,8,8,8,8.05,-1,7,8,7,5,6,6.56,-1,7,7,8,7,7,8,7.26,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,9,8,7,6,10,7.91,-1,8,9,6,8,7,8,9,7.64,-1,7,6,10,8,8,7,9,8,-1,7,9,9,6,6,7.38,-1,7,6,8,8,6,8,7.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,8,9,8,9,8,8.65,-1,8,9,7,9,7,9,9,8.09,-1,9,9,10,10,10,10,10,9.8,-1,9,10,10,9,10,9.56,-1,7,7,8,9,8,9,7.84,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,7,7,8,9,7.74,-1,7,9,6,6,9,5,9,7.09,-1,6,8,7,6,5,6,10,6.65,-1,6,9,6,6,6,6.38,-1,5,6,8,6,7,7,6.37,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,8,8,6,7,9,7.43,-1,8,8,6,7,8,6,9,7.27,-1,6,8,8,6,6,8,9,7.3,-1,7,10,7,7,6,7.19,-1,6,5,7,6,6,9,6.26,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,8,9,9,7,8,8.3,-1,7,9,8,8,7,8,9,7.82,-1,8,8,8,10,9,8,10,8.65,-1,8,9,9,9,10,8.94,-1,8,8,9,8,8,8,8.16,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,10,7,10,8,10,8.7,-1,8,9,8,9,8,7,9,8.09,-1,9,8,8,8,8,8,10,8.3,-1,8,9,8,7,9,8.12,-1,7,8,8,8,7,8,7.63,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,8,5,7,7,8,7.43,-1,8,9,8,8,9,8,9,8.36,-1,8,7,9,8,8,9,9,8.4,-1,9,9,8,6,7,7.81,-1,6,8,8,9,8,8,7.74,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,10,5,6,6,8,7.43,-1,7,9,6,8,8,6,9,7.27,-1,9,8,7,6,7,8,9,7.55,-1,6,8,6,5,7,6.25,-1,5,5,7,7,8,8,6.42,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,9,7,8,8,8,8.26,-1,8,9,8,8,9,10,9,8.73,-1,9,10,8,10,7,10,10,9.05,-1,9,9,9,8,9,8.81,-1,7,8,8,8,8,8,7.79,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,8,9,10,9,9,8.91,-1,9,9,7,9,7,8,9,8.09,-1,8,8,8,9,10,8,9,8.55,-1,8,8,8,7,7,7.62,-1,9,7,8,8,9,9,8.26,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,10,9,8,9,10,9.17,-1,8,9,9,8,8,8,9,8.36,-1,7,8,8,9,9,9,10,8.6,-1,8,9,10,10,10,9.38,-1,9,6,7,9,7,7,7.53,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,8,8,8,8,9,7.91,-1,8,9,7,7,9,6,9,7.73,-1,8,9,10,9,8,9,9,8.95,-1,8,10,8,8,7,8.06,-1,5,7,7,7,7,9,6.79,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,9,9,9,7,10,8.61,-1,8,9,8,9,9,7,9,8.27,-1,8,10,9,8,7,8,9,8.35,-1,9,9,10,9,9,9.25,-1,7,8,8,10,7,8,7.95,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,10,9,8,9,10,8.83,-1,10,10,10,9,9,9,10,9.55,-1,10,9,9,10,9,9,10,9.35,-1,10,10,9,10,9,9.56,-1,8,9,9,8,9,9,8.63,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,9,7,8,8,8,7.91,-1,7,9,8,9,7,8,9,7.91,-1,7,7,10,8,8,9,10,8.6,-1,9,9,9,9,7,8.62,-1,6,6,8,8,8,9,7.26,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,9,5,6,5,8,6.7,-1,6,9,6,7,7,7,9,7,-1,8,8,7,9,7,8,10,8,-1,7,9,8,6,7,7.31,-1,6,5,7,8,6,8,6.47,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,9,8,7,8,9,8,-1,9,8,8,8,8,10,9,8.64,-1,7,8,10,9,8,6,8,8.05,-1,7,10,10,9,9,8.88,-1,8,7,7,7,6,8,7.16,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,9,6,7,6,9,7.3,-1,7,9,5,7,7,8,9,7.18,-1,5,6,7,8,7,7,8,6.95,-1,6,9,7,5,7,6.62,-1,6,5,7,8,6,8,6.47,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,10,5,5,5,8,6.61,-1,6,9,6,8,7,8,9,7.27,-1,5,6,5,5,5,5,8,5.4,-1,5,8,8,5,5,6.12,-1,5,5,6,7,6,8,5.95,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,8,7,6,7,8,7,-1,8,9,6,8,8,9,9,8,-1,8,8,9,8,7,8,9,8.15,-1,9,9,10,8,10,9.25,-1,8,7,8,7,8,8,7.63,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,9,6,7,7,8,7.39,-1,7,9,5,8,7,5,9,6.73,-1,6,7,8,6,6,8,9,7.2,-1,7,8,8,8,6,7.38,-1,6,5,7,9,8,9,7.05,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,8,6,5,5,8,6.04,-1,6,9,5,7,7,6,9,6.64,-1,6,6,6,5,6,6,9,6.15,-1,7,7,8,6,6,6.88,-1,6,5,6,7,6,8,6.16,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,7,9,8,8,8,7.74,-1,7,8,8,8,8,8,9,7.91,-1,6,6,7,10,10,7,9,7.9,-1,7,7,10,9,9,8.5,-1,9,7,8,8,6,8,7.68,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,7,8,10,8,9,8.52,-1,8,9,9,9,6,9,9,8.27,-1,9,9,9,10,10,10,10,9.6,-1,9,9,9,9,9,9,-1,9,8,9,8,8,8,8.37,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,7,7,5,7,9,6.7,-1,8,9,6,7,7,6,8,7.09,-1,7,7,6,5,7,6,8,6.4,-1,7,8,6,6,7,6.69,-1,6,5,7,7,6,8,6.32,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,9,7,7,9,7,8,-1,8,9,7,8,7,8,9,7.82,-1,8,7,8,10,7,6,8,7.65,-1,8,9,8,7,8,7.94,-1,7,6,8,7,6,8,6.89,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,9,8,10,10,9,9.48,-1,8,9,8,9,8,9,9,8.45,-1,9,9,9,10,9,9,10,9.25,-1,9,10,10,10,10,9.75,-1,8,9,9,8,8,9,8.47,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,8,6,8,7,8,7.35,-1,8,9,7,8,7,9,9,8,-1,7,8,8,8,8,8,10,8.1,-1,8,8,9,7,8,8.06,-1,6,7,7,8,6,9,7,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,9,8,9,9,9.22,-1,8,9,9,9,9,9,9,8.82,-1,9,9,9,9,8,10,10,9.15,-1,8,9,10,7,7,8.25,-1,8,7,8,9,7,9,7.89,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,10,10,8,8,9,9.09,-1,8,9,9,9,10,8,9,8.82,-1,7,8,7,9,8,9,10,8.25,-1,9,9,8,7,10,8.56,-1,9,9,8,9,8,8,8.58,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,10,10,9,9,9,9.43,-1,9,9,9,8,10,10,9,9.27,-1,9,10,9,10,10,8,10,9.3,-1,9,9,9,10,10,9.38,-1,9,8,8,9,8,8,8.37,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,9,9,10,10,9,9.22,-1,9,10,9,8,8,9,9,8.82,-1,10,9,10,10,10,9,10,9.7,-1,10,9,10,9,10,9.69,-1,8,9,9,8,8,9,8.47,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,9,9,10,10,9,9.52,-1,8,10,9,10,7,10,9,8.82,-1,9,9,9,10,9,10,9,9.35,-1,10,10,10,10,10,10,-1,9,7,8,7,7,8,7.68,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9,8,8,5,7,9,7.83,-1,8,8,6,8,8,8,9,7.73,-1,8,7,8,7,7,8,9,7.7,-1,7,9,7,8,5,7.06,-1,7,8,8,9,8,9,8.05,-1,8,8,8,9,8,10,9,6,8.04,-1,7,6,5,9,6.38,-1,,,,,,,,,,,,,,,,,
8,9,10,8,7,7,9,8.09,-1,9,9,8,9,9,10,10,9.09,-1,7,7,8,7,7,8,8,7.5,-1,9,9,7,10,8,8.5,-1,7,8,8,9,9,9,8.21,-1,9,10,8,9,9,10,10,6,8.71,-1,8,8,5,8,7.08,-1,,,,,,,,,,,,,,,,,
7,10,10,10,7,9,9,8.83,-1,8,9,7,9,8,9,9,8.27,-1,9,7,9,9,6,7,8,7.85,-1,7,8,6,7,6,6.69,-1,7,7,7,8,8,9,7.53,-1,7,8,7,8,7,10,8,6,7.46,-1,8,7,6,8,7.08,-1,,,,,,,,,,,,,,,,,
